-28,68,140,236,282,278,244,179,99,-6,-126,-270,-416,-560,-704,-832,-932,-1096,-1144,-1224,-1280,-1312,-1320,-1280,-1272,-1128,-972,-868,-720,-568,-414,-274,-124,27,160,292,404,492,592,652,704,732,732,716,724,704,652,596,496,400,332,264,-1,0,-2,0,-1,0,-2,-4,0,-2,-3,2,3,-1,1,-2,-4,0,-4,0,5,0,3,-4,3,0,2,10,2,-2,4,0,-1,0,0,0,0,-2,-1,2,-3,2,-2,2,-2,0,-2,2,0,-3,0,0,0,-2,-1,0,-1,5,0,0,-1,3,0,-4,-2,2,-1,0,-1,-2,0,-1,0,1,-5,-1,-1,2,1,-2,-5,1,1,0,0,0,0,0,0,0,1,-1,0,-1,-3,1,-3,2,1,0,0,-2,0,0,0,-1,1,2,-6,1,7,2,8,0,4,-5,-12,0,0,-1,0,2,2,1,2,5,0,8,-5,-15,-3,-2,-2,2,12,4,8,3,0,-5,0,0,-3,-1,3,3,-3,-1,6,-1,0,-1,4,-1,-5,0,1629493215137.33,1638741657674.47,9248442.39980584,1,1,0
-368,-528,-624,-700,-656,-604,-494,-348,-170,-4,154,296,408,476,512,496,448,352,176,8,-168,-376,-544,-712,-840,-904,-960,-932,-824,-696,-572,-382,-209,-15,144,306,432,532,588,608,592,552,504,408,324,220,116,12,-60,-104,-104,-74,1,2,3,1,2,0,3,3,-1,-4,1,0,2,-1,0,0,-1,-1,0,-2,1,3,-6,8,-6,0,2,-5,0,2,5,-2,-4,3,-1,0,0,3,-1,0,-5,7,2,5,0,-3,-4,-1,0,0,-3,0,1,-1,-6,-1,0,1,1,-2,-2,2,-1,4,2,-2,-4,-4,2,4,-2,-3,-3,0,0,0,1,-1,2,0,-4,0,1,0,2,0,0,1,1,0,1,-1,-1,0,1,-1,5,0,2,1,1,-1,1,0,1,0,0,2,1,1,1,3,7,1,7,-2,-11,-1,1,1,-4,4,2,1,1,0,2,11,0,-1,-4,0,-2,2,-10,-8,-12,-9,-4,14,1,-15,-3,2,-1,-7,4,-4,-7,-5,-2,-1,3,0,3,2,1629493216068.38,1638741657877.42,9248441.74064893,1,1,0
-548,-360,-164,72,252,392,424,386,276,110,-82,-274,-440,-556,-592,-564,-432,-272,-8,296,600,880,1096,1248,1288,1272,1048,848,588,364,128,-58,-163,-199,-177,-80,58,224,396,572,700,808,864,852,780,668,524,376,240,96,30,8,0,0,3,0,2,-1,3,1,0,-1,3,0,2,1,0,-1,4,2,0,2,-1,-2,0,-4,1,0,0,4,-2,0,-1,2,2,0,-1,-1,-1,-1,2,2,1,0,1,3,4,-2,-3,0,1,0,-1,0,1,0,1,-1,-2,2,2,1,1,-1,-2,-1,1,2,-1,-1,3,1,0,0,0,1,-1,4,-1,0,-2,2,-1,3,0,0,-1,-2,0,-1,-1,0,-2,0,3,4,3,-3,0,1,-1,0,2,2,2,0,3,3,-1,0,-4,5,6,3,4,2,2,0,-2,0,2,0,2,-2,-2,1,-2,0,-4,-6,-4,14,4,1,8,-4,-5,4,2,10,1,-4,4,8,0,-2,1,-2,2,5,-3,0,-3,-1,4,0,-8,4,1629493216098.47,1638741657920.15,9248441.72320706,1,1,0
256,116,-24,-168,-288,-344,-338,-314,-268,-175,-62,74,238,388,576,756,892,1056,1152,1152,1296,1304,1264,1280,1248,1128,908,780,612,464,316,172,22,-95,-199,-294,-354,-384,-404,-388,-388,-368,-324,-260,-220,-156,-88,-40,44,64,52,12,0,1,2,2,4,0,0,-2,0,-1,0,-1,2,4,-4,2,7,0,2,-4,-8,-2,-8,4,-5,2,2,2,-1,0,7,0,-1,1,1,-2,-1,3,1,-2,-4,5,1,1,2,-3,-1,-5,-2,-3,3,6,-2,-2,-1,-1,3,-2,-1,0,-1,1,0,-3,-1,2,2,1,2,0,0,-2,3,0,-1,0,-3,0,0,-2,1,0,1,-2,-2,1,-1,0,-1,0,1,1,-1,1,-3,4,0,0,0,-1,-1,0,0,2,-2,0,2,-2,2,-2,-4,-1,-6,2,-4,0,10,5,-1,-1,1,-2,4,0,-1,-7,0,-8,4,13,7,2,1,-4,-14,-9,-12,-6,0,6,0,-2,-1,-4,4,0,1,0,0,-2,5,3,-5,1,6,2,1629493216161.31,1638741657955.53,9248441.63289807,1,1,0
736,776,768,704,624,504,364,232,124,3,-94,-169,-232,-260,-284,-260,-216,-212,-128,-32,48,160,248,368,472,520,568,568,544,508,490,408,336,223,124,8,-116,-230,-336,-450,-564,-640,-716,-760,-796,-828,-820,-780,-704,-608,-510,-406,1,4,1,-1,2,-4,2,2,0,5,0,-1,-4,0,-1,2,0,0,4,-2,0,0,1,4,0,4,3,-2,-2,-4,3,-2,-2,1,0,5,0,0,6,-2,-1,-2,0,-2,0,1,-2,-1,1,4,0,-4,1,1,0,1,3,4,0,-2,-2,1,-1,1,-2,0,3,2,-1,-2,0,2,0,1,0,-1,0,0,0,-3,1,-3,-1,2,-2,0,1,0,1,2,0,4,-3,0,-4,0,-4,3,2,1,0,-1,0,-2,-2,-4,-2,-2,4,-5,-2,-4,-6,-2,-4,-1,-1,0,-2,1,-2,4,-1,0,-1,-4,0,-5,-1,-4,-10,2,3,5,5,4,3,10,0,-13,1,3,0,-5,5,5,-2,5,6,3,11,1,-8,0,6,-1,1629493217185.31,1638741657971.26,9248440.60062907,1,1,0
80,-44,-172,-292,-382,-400,-388,-338,-246,-133,14,174,352,532,704,856,980,1096,1200,1216,1312,1224,1168,1160,1040,840,576,448,288,132,-8,-92,-182,-219,-262,-254,-224,-168,-124,-36,48,128,192,316,380,440,520,560,548,510,444,356,-6,-2,-1,1,-2,2,-1,-6,-1,3,4,-1,-2,1,1,0,0,-1,0,3,1,-1,3,-4,-4,-2,-3,3,0,-1,2,1,1,-5,1,2,0,0,-3,0,0,2,0,-3,0,1,2,0,2,1,2,1,2,-2,0,-1,5,-2,-1,-3,1,0,1,-2,-2,-1,1,1,-1,-1,-1,-1,3,0,-2,-3,4,0,0,-1,-5,0,0,1,-2,-3,3,-3,-1,0,2,1,0,-1,-2,2,1,1,-1,0,2,0,2,0,2,-2,-2,-1,-3,0,3,3,-4,-1,0,2,4,6,0,1,-1,-3,5,0,0,-5,0,-4,4,15,8,0,2,-8,-19,-13,-17,-8,-2,13,3,-2,2,2,3,0,4,-1,-3,-2,4,0,-4,-2,4,1,1629493217528.54,1638741657983.94,9248439.92685687,1,1,0
-516,-428,-320,-188,-60,56,150,210,235,233,194,138,46,-72,-224,-368,-544,-692,-856,-1008,-1120,-1232,-1264,-1280,-1320,-1272,-1152,-968,-860,-696,-540,-354,-180,-13,144,280,392,490,560,604,608,612,588,548,512,444,372,292,228,164,136,130,-3,-1,-1,-1,0,0,2,0,0,0,-1,4,2,-1,2,0,-1,0,-2,1,8,6,6,-9,4,-2,-2,0,-2,-2,-3,4,3,3,-3,-2,0,4,2,0,6,2,-2,0,-1,-2,2,4,1,0,1,4,-2,-2,3,2,6,-1,0,1,3,0,0,-2,0,0,0,-4,2,1,-2,-1,0,-2,0,0,1,0,1,-2,-3,1,-1,-4,-1,-1,-1,-1,2,-1,0,0,0,0,2,0,-2,0,-2,0,1,3,1,0,1,0,0,2,-2,2,4,2,5,4,7,1,-4,0,0,0,1,3,-1,1,3,2,1,10,-2,-10,0,-3,-4,4,10,-2,9,0,-1,-2,-3,-3,-1,-1,-4,-2,2,0,0,2,-3,-2,8,-1,-7,0,1629493218068.38,1638741658750.88,9248440.61410893,1,1,0
64,212,360,472,540,552,504,442,340,181,30,-140,-322,-504,-684,-836,-932,-1056,-1112,-1072,-1152,-1088,-1040,-996,-888,-764,-512,-384,-256,-132,-16,50,116,141,160,144,124,84,28,-64,-140,-212,-276,-360,-388,-440,-464,-456,-462,-412,-338,-262,3,1,1,0,1,0,2,0,1,2,0,-1,2,0,0,-1,-1,1,2,0,3,-1,0,2,-1,1,2,-5,-2,-2,2,-1,2,2,6,3,1,3,2,-1,-2,-2,2,1,-4,-4,7,2,-2,1,-1,-2,2,1,0,-2,3,-3,-2,0,0,5,1,2,0,-4,0,0,2,2,-3,-5,0,-3,0,0,-2,-1,0,1,2,-1,1,0,-1,0,-1,0,-1,1,0,1,-2,-1,0,1,1,0,-1,0,0,2,-2,-2,3,0,1,0,3,0,-3,0,3,-1,-2,0,-5,0,-2,4,0,-1,-3,-2,-1,4,0,5,-6,-15,-8,1,0,8,19,6,10,11,3,-10,-1,3,-4,-2,-1,4,-1,5,2,5,0,-2,1,-1,-7,-1,1629493218209.57,1638741658761.94,9248440.34280077,1,1,0
784,920,992,1000,900,804,640,438,266,80,-88,-235,-358,-438,-504,-492,-488,-464,-384,-312,-200,-64,64,192,344,488,624,640,584,536,492,394,282,148,-1,-147,-300,-468,-628,-748,-824,-920,-1048,-1112,-1096,-1064,-1008,-932,-848,-728,-596,-504,9,7,3,-5,-2,0,0,0,-2,4,-1,0,1,-2,-2,2,2,1,2,1,-5,-1,-5,9,-2,4,10,-11,1,3,7,-1,2,-1,4,1,-1,5,2,0,0,0,2,-2,-1,2,1,0,-6,2,-2,1,-1,2,1,-1,-6,1,-1,0,3,0,2,-4,-1,1,0,-4,2,-2,3,-2,-3,1,0,-5,0,2,0,2,-1,2,-1,0,2,-2,1,2,-1,0,1,1,-1,2,-4,-3,2,5,-2,0,-1,-1,-4,-3,-3,-1,0,0,10,-1,-8,-8,-8,-2,-6,3,3,2,-2,7,5,-4,-2,-1,-4,-1,-3,-4,-2,-9,-3,-2,2,8,12,7,10,16,6,-14,1,9,-6,-4,1,9,-5,3,11,3,7,1,-5,3,3,-4,1629493218378.88,1638741658777.87,9248440.02011905,1,1,0
860,796,700,564,412,264,132,52,-32,-65,-70,-62,-10,88,192,312,416,560,728,880,1008,1072,1144,1224,1224,1208,1192,1080,936,828,668,504,322,140,-51,-238,-392,-556,-708,-820,-920,-996,-1064,-1080,-1088,-1032,-960,-912,-824,-700,-580,-488,1,2,3,-1,1,-4,0,2,0,1,3,0,2,-1,1,1,0,-2,0,-5,-1,3,-3,8,-3,3,6,-6,-6,-1,0,-1,-2,0,2,1,-2,-4,3,2,1,-1,-2,8,1,-2,2,-1,-1,5,3,2,-1,0,3,3,1,0,-2,-1,1,0,1,2,0,0,1,4,-3,1,-2,-3,0,0,0,-1,0,-5,-1,-2,-2,-1,5,0,0,0,-1,0,0,-2,-1,3,0,0,-1,2,1,0,-2,3,0,-3,-3,2,-1,-4,-2,-4,3,-4,-7,-3,-9,-3,-6,3,11,-2,0,0,2,-1,-1,-1,-7,-4,0,-5,4,8,-6,0,3,-4,-4,2,-3,5,1,-5,3,8,-4,2,5,1,-3,2,3,2,11,-1,-13,0,18,2,1629493218380.84,1638741658788.87,9248440.02719712,1,1,0
