0	8	-0.602167550171433
0	17	-0.569144879695787
1	9	-0.380637390171307
1	10	-0.48178560396901
1	14	-0.564098620167354
0	7	-0.545626816562421
0	16	-0.937025757050442
1	7	-0.235739108341287
1	11	-0.523660723138839
1	15	-0.0464108461037986
0	9	-0.642932421777167
0	18	-0.608709785641025
1	8	-0.73245154141457
1	12	0.0366076689745134
1	13	-0.609888301137853
